Time,Temperature,Weight,Balance_Flow,Sample_Flow
28.42500,76.18247,7.467746,39.99568,60.00062
28.44167,76.21521,7.467537,40.00700,59.99216
28.45834,76.24714,7.467400,40.00892,60.00748
28.47500,76.28171,7.467744,39.98940,59.99430
28.49166,76.31532,7.467832,39.99803,60.00996
28.50834,76.34728,7.467419,40.00184,60.00200
28.52500,76.38175,7.467532,39.99421,59.99039
28.54166,76.41516,7.467312,40.00547,60.01084
28.55833,76.44744,7.467134,39.99694,59.99224
28.57500,76.48066,7.467155,40.00418,59.99106
28.59167,76.51509,7.466861,39.98777,60.00960
28.60834,76.54774,7.466701,40.01738,59.99000
28.62500,76.58303,7.466856,39.99348,60.00537
28.64166,76.61641,7.466690,39.99100,60.00922
28.65833,76.65049,7.466762,40.00688,60.00192
28.67500,76.68366,7.466899,40.00176,60.01472
28.69167,76.71801,7.466548,40.00211,59.99520
28.70834,76.74915,7.466260,40.00003,60.00193
28.72500,76.78261,7.466668,39.99839,59.98934
28.74166,76.81750,7.466934,39.99428,59.99361
28.75834,76.84844,7.466882,40.00622,59.99871
28.77500,76.88520,7.466870,39.99710,59.98843
28.79166,76.91946,7.467012,40.00041,60.01535
28.80833,76.95460,7.466910,39.99822,59.99449
28.82500,76.98562,7.466697,40.01082,60.00199
28.84167,77.01931,7.466386,39.99047,59.99520
28.85834,77.05158,7.466075,40.00142,59.99934
28.87500,77.08352,7.465875,40.00137,59.99921
28.89166,77.11790,7.465645,39.99164,60.00352
28.90833,77.15150,7.465703,40.01022,60.00170
28.92500,77.18619,7.465621,39.99914,60.00016
28.94167,77.21796,7.465811,39.99656,60.00032
28.95834,77.25264,7.465549,39.99944,60.00278
28.97500,77.28460,7.465113,40.00270,60.00079
28.99166,77.31894,7.465205,39.99076,59.98878
29.00834,77.35180,7.465040,40.01128,60.00476
29.02500,77.38429,7.465082,40.00097,60.00988
29.04166,77.41853,7.465158,39.98967,59.99559
29.05833,77.45391,7.465382,40.01194,60.00730
29.07500,77.48805,7.465555,39.99676,60.01304
29.09167,77.52151,7.465772,39.99997,59.99038
29.10834,77.55464,7.465796,40.00492,59.99746
29.12500,77.58892,7.465772,39.99384,60.01171
29.14166,77.62220,7.465524,39.99992,59.99160
29.15833,77.65462,7.465251,40.00056,59.99787
29.17500,77.68612,7.465006,40.00202,60.01314
29.19167,77.72071,7.464920,40.00508,59.98679
29.20834,77.75354,7.465028,39.99250,59.99464
29.22500,77.78708,7.464603,40.00115,60.00240
29.24166,77.82046,7.464306,40.00335,60.00234
29.25834,77.85516,7.464514,39.99710,59.99088
29.27500,77.88816,7.464658,39.99406,59.99778
29.29166,77.91998,7.464512,40.00454,59.99420
29.30833,77.95260,7.464210,39.99214,60.01342
29.32500,77.98730,7.464343,39.99636,59.99912
29.34167,78.02139,7.464172,40.01316,59.99844
29.35834,78.05425,7.463919,40.00027,60.00499
29.37500,78.08672,7.463690,39.99561,60.00786
29.39166,78.12008,7.463591,39.99928,60.00313
29.40833,78.15166,7.463486,40.00700,59.98848
29.42500,78.18638,7.463507,39.99835,60.00926
29.44167,78.21814,7.463604,40.00108,60.00268
29.45834,78.25151,7.463476,39.99797,59.99212
29.47500,78.28360,7.463642,39.99469,60.00547
29.49166,78.32047,7.463745,40.00374,59.99970
29.50834,78.35268,7.463852,40.00381,59.99693
29.52500,78.38699,7.463732,39.99602,59.99814
29.54166,78.41784,7.463512,40.00380,59.99342
29.55833,78.45376,7.463624,40.00152,60.01324
29.57500,78.48648,7.463447,39.99265,59.99299
29.59167,78.51931,7.463332,40.00612,60.00195
29.60834,78.55174,7.462953,39.99130,60.00750
29.62500,78.58494,7.462676,39.99933,59.99298
29.64166,78.61929,7.463074,40.00750,60.00035
29.65833,78.65436,7.463064,39.99638,60.00096
29.67500,78.68844,7.462799,39.99886,59.98632
29.69167,78.71792,7.463128,39.99450,60.00500
29.70834,78.75105,7.462930,40.00572,59.99646
29.72500,78.78585,7.462664,40.00441,59.99549
29.74166,78.81734,7.462282,39.98892,59.99631
29.75834,78.85147,7.462546,40.01137,60.00935
29.77500,78.88468,7.462724,40.00168,59.99670
29.79166,78.91703,7.462558,39.98652,59.99224
29.80833,78.94925,7.462450,40.01328,60.00942
29.82500,78.98318,7.462259,39.99009,59.99752
29.84167,79.01576,7.462170,40.00520,60.00800
29.85834,79.05040,7.462266,40.00640,60.00240
29.87500,79.08157,7.462032,40.00006,60.00142
29.89166,79.11421,7.462168,39.99106,60.00190
29.90833,79.14878,7.462222,39.99813,60.00089
29.92500,79.18226,7.461790,40.00660,60.00037
29.94167,79.21578,7.461866,40.00113,59.99830
29.95834,79.24946,7.461725,40.00019,59.99351
29.97500,79.28300,7.461915,39.99911,60.00010
29.99166,79.31582,7.461966,39.99925,59.99137
30.00834,79.34955,7.461728,39.99258,60.00068
30.02500,79.37924,7.461590,39.99746,59.99832
30.04166,79.41401,7.461647,40.00815,60.00188
30.05833,79.44888,7.461488,40.00374,60.00656
30.07500,79.48162,7.461362,39.99546,60.00751
30.09167,79.51474,7.461232,40.00899,60.00658
30.10834,79.54624,7.461280,39.98955,59.99145
30.12500,79.58326,7.461534,40.00498,60.00988
30.14166,79.61472,7.461425,40.00224,60.00222
30.15833,79.64831,7.461170,39.99561,59.97940
30.17500,79.68125,7.461084,39.99144,60.01280
30.19167,79.71415,7.460938,40.01398,59.98715
30.20834,79.74832,7.461030,39.99503,59.99830
30.22500,79.78303,7.460900,40.00210,59.99534
30.24166,79.81561,7.460788,40.00226,59.99500
30.25834,79.84759,7.460694,39.99909,60.00613
30.27500,79.88130,7.460952,39.98892,60.00009
30.29166,79.91587,7.460648,40.00359,60.00341
30.30833,79.94897,7.460693,39.99974,59.99838
30.32500,79.98129,7.460641,40.00152,59.99442
30.34167,80.01545,7.460587,40.00757,60.00526
30.35834,80.04929,7.460132,40.00131,60.00526
30.37500,80.08294,7.460200,39.99221,59.98818
30.39166,80.11518,7.460169,40.00076,60.01557
30.40833,80.14939,7.460370,40.00583,60.00488
30.42500,80.18310,7.460064,40.00069,59.99968
30.44167,80.21721,7.460132,39.99128,60.00377
30.45834,80.25219,7.459824,39.99808,60.00108
30.47500,80.28394,7.459547,40.00403,59.99152
30.49166,80.31700,7.459711,39.99600,59.99801
30.50834,80.35234,7.459800,40.01035,59.99590
30.52500,80.38460,7.459710,39.99390,59.98997
30.54166,80.41672,7.459876,39.99850,59.99846
30.55833,80.45290,7.459424,40.00503,60.00762
30.57500,80.48280,7.459251,40.00478,60.00836
30.59167,80.51776,7.459268,39.98272,59.99366
30.60834,80.55024,7.459368,40.01252,60.00388
30.62500,80.58437,7.459182,40.00006,60.01135
30.64166,80.61668,7.459200,39.99171,59.99180
30.65833,80.64781,7.459103,40.00350,60.00324
30.67500,80.68274,7.459049,40.00690,60.00963
30.69167,80.71597,7.458830,39.99512,59.99911
30.70834,80.75107,7.458878,39.99184,60.00630
30.72500,80.78325,7.458766,40.01321,59.98801
30.74166,80.81836,7.458655,39.99751,60.00539
30.75834,80.84940,7.458859,39.99252,59.98870
30.77500,80.88012,7.458734,40.00800,59.99794
30.79166,80.91424,7.458616,39.99698,59.99711
30.80833,80.94768,7.458672,39.99617,59.99844
30.82500,80.98145,7.458642,40.00666,59.99361
30.84167,81.01452,7.458716,39.99130,60.01785
30.85834,81.05032,7.458868,40.00586,59.98945
30.87500,81.08320,7.458539,40.00503,60.00766
30.89166,81.11484,7.458411,39.99280,60.00930
30.90833,81.14922,7.458241,39.99852,59.99474
30.92500,81.18100,7.458510,40.00211,59.99928
30.94167,81.21574,7.458366,39.99858,60.00683
30.95834,81.24993,7.458274,40.00204,59.99195
30.97500,81.28100,7.458018,40.00310,59.99957
30.99166,81.31538,7.458134,39.99873,60.00100
31.00834,81.34844,7.457978,39.99617,59.98764
31.02500,81.38228,7.457844,40.00410,59.99432
31.04166,81.41456,7.457930,39.99999,60.00835
31.05833,81.44840,7.457728,39.99437,59.99374
31.07500,81.48286,7.457725,40.00550,59.99775
31.09167,81.51858,7.457786,39.99222,60.00720
31.10834,81.55226,7.457832,40.00891,59.98774
31.12500,81.58536,7.457559,39.99176,60.01059
31.14166,81.61868,7.457116,40.00612,59.99368
31.15833,81.64989,7.456762,39.99813,60.01511
31.17500,81.68494,7.456720,40.00231,60.00322
31.19167,81.71930,7.456890,40.00481,60.00225
31.20834,81.74903,7.456926,39.99114,60.00088
31.22500,81.78247,7.457122,40.00615,59.99551
31.24166,81.81614,7.457230,39.99168,60.00137
31.25834,81.84800,7.457066,40.00916,60.01186
31.27500,81.88179,7.456824,39.99871,59.99247
31.29166,81.91544,7.456571,40.00463,60.00226
31.30833,81.94688,7.456386,39.99042,59.99052
31.32500,81.97848,7.456605,39.99900,60.00454
31.34167,82.01270,7.456489,39.99946,59.99226
31.35834,82.04735,7.456332,40.00770,59.99814
31.37500,82.08081,7.456481,39.99268,60.00366
31.39166,82.11298,7.456536,40.00284,60.00985
31.40833,82.14606,7.456556,40.00465,59.98832
31.42500,82.17838,7.456322,39.99859,60.00331
31.44167,82.21144,7.456128,39.99669,60.00756
31.45834,82.24416,7.456102,40.00440,59.99310
31.47500,82.27900,7.456000,39.99756,59.99829
31.49166,82.30976,7.456121,39.99176,60.00710
31.50834,82.34347,7.456094,40.01179,59.99624
31.52500,82.37548,7.456224,39.99048,60.00493
31.54166,82.40781,7.456262,40.00148,59.99487
31.55833,82.44175,7.456143,40.01359,60.00478
31.57500,82.47669,7.455869,39.98920,60.00134
31.59167,82.51066,7.455781,40.00214,59.99671
31.60834,82.54249,7.455938,40.00344,60.00122
31.62500,82.57570,7.455520,40.00271,59.99809
31.64166,82.60868,7.455486,39.99461,59.99605
31.65833,82.64178,7.455132,39.99880,60.00042
31.67500,82.67716,7.455400,39.99860,60.00049
31.69167,82.70994,7.455566,40.00486,59.99931
31.70834,82.74350,7.455353,39.99639,60.00222
31.72500,82.77656,7.455206,40.00148,60.00246
31.74166,82.80897,7.455090,39.99936,60.00110
31.75834,82.84369,7.454965,39.99740,60.00039
31.77500,82.87850,7.455139,40.00543,60.00308
31.79166,82.91092,7.454968,39.99290,59.99096
31.80833,82.94462,7.454995,39.99576,59.97252
31.82500,82.98042,7.455047,40.01345,60.01446
31.84167,83.01239,7.454940,39.99363,59.99952
31.85834,83.04561,7.455011,39.99925,60.01299
31.87500,83.07462,7.454899,40.00994,60.01064
31.89166,83.10965,7.454559,39.99450,59.99242
31.90833,83.14106,7.454547,39.99110,59.99816
31.92500,83.17438,7.454478,39.99978,59.98970
31.94167,83.20680,7.454358,40.00406,59.98560
31.95834,83.24078,7.454266,39.99796,60.01594
31.97500,83.27432,7.454184,40.00087,59.99160
31.99166,83.30624,7.454015,40.00760,60.00947
32.00834,83.33988,7.454132,39.99100,60.01368
32.02500,83.37340,7.453916,39.99782,59.99220
32.04167,83.40820,7.453772,40.01853,60.01028
32.05834,83.44200,7.454016,39.98841,59.99545
32.07500,83.47512,7.453839,39.99540,60.00012
32.09167,83.50999,7.453591,40.00360,60.00196
32.10834,83.54266,7.453652,40.00919,59.99727
32.12500,83.57528,7.453370,39.98988,59.99838
32.14166,83.60794,7.453165,40.00457,60.00213
32.15833,83.64035,7.453362,39.99944,59.99952
32.17500,83.67306,7.453384,39.99688,60.00240
32.19166,83.70798,7.453600,40.00288,60.00157
32.20833,83.74137,7.453928,40.00500,60.00130
32.22500,83.77594,7.453768,39.99338,59.99566
32.24166,83.80887,7.453320,39.99801,59.99119
32.25834,83.84296,7.453505,40.00330,59.99621
32.27500,83.87574,7.453628,39.99379,59.99416
32.29167,83.90931,7.453674,39.99750,59.99898
32.30834,83.94366,7.453466,40.01404,60.00196
32.32500,83.97611,7.453124,39.98615,59.99804
32.34167,84.01068,7.452930,40.00631,60.00174
32.35834,84.04505,7.452905,40.00104,60.00007
32.37500,84.07684,7.452500,39.99052,59.99695
32.39166,84.11066,7.452471,40.00904,60.00400
32.40833,84.14406,7.452153,39.99400,59.99860
32.42500,84.17656,7.452490,40.00324,59.99772
32.44166,84.21038,7.452356,39.99340,60.00050
32.45833,84.24184,7.452391,40.01050,59.99438
32.47500,84.27478,7.452290,39.99325,60.00940
32.49166,84.30879,7.452275,40.00232,60.00598
32.50834,84.34382,7.452385,40.00060,59.99199
32.52500,84.37538,7.452151,40.00155,60.00768
32.54167,84.40819,7.452063,39.99798,59.98819
32.55834,84.44082,7.452000,40.00044,60.01713
32.57500,84.47619,7.452056,40.00894,59.99735
32.59167,84.50942,7.452259,39.99492,60.00470
32.60834,84.54160,7.452161,39.99355,60.00606
32.62500,84.57547,7.452116,40.01292,59.99676
32.64166,84.60841,7.451714,39.99684,60.00526
32.65833,84.64159,7.451806,39.98859,59.99261
32.67500,84.67402,7.451820,40.00986,60.00212
32.69166,84.70941,7.451643,39.99800,59.99169
32.70833,84.74140,7.451596,39.99111,59.99260
32.72500,84.77528,7.451556,40.01000,60.00868
32.74166,84.80881,7.451432,39.99849,59.99633
32.75834,84.84301,7.451282,39.99805,59.98739
32.77500,84.87612,7.451119,39.98989,60.00723
32.79167,84.90841,7.451011,40.01189,59.99361
32.80834,84.94045,7.450852,39.99053,60.00150
32.82500,84.97309,7.450891,39.99585,60.00976
32.84167,85.00380,7.450919,40.01016,59.99226
32.85834,85.03882,7.450855,40.00130,60.00318
32.87500,85.07296,7.450695,39.99425,60.00015
32.89166,85.10525,7.450626,40.00818,59.99617
32.90833,85.13907,7.450531,39.99492,60.00004
32.92500,85.17222,7.450592,40.00086,60.00038
32.94166,85.20564,7.450574,40.00310,60.01106
32.95833,85.23845,7.450582,39.99476,59.99820
32.97500,85.27168,7.450532,39.99765,59.98878
32.99166,85.30768,7.450582,40.00531,60.01255
33.00834,85.34132,7.450656,39.99758,59.99789
33.02500,85.37411,7.450470,40.00268,59.99188
33.04167,85.40699,7.450122,39.99438,60.00951
33.05834,85.44001,7.450215,40.00380,60.00148
33.07500,85.47375,7.450159,40.00135,59.99552
33.09167,85.50591,7.449951,40.00208,60.01368
33.10834,85.53922,7.450044,40.00714,59.99480
33.12500,85.57241,7.450062,39.99400,60.00146
33.14166,85.60645,7.449947,40.00146,60.00963
33.15833,85.63947,7.449901,40.00311,59.99485
33.17500,85.67335,7.449946,39.99444,60.00015
33.19166,85.70491,7.449918,39.99292,59.98819
33.20833,85.74076,7.449794,40.00410,60.00260
33.22500,85.77495,7.449761,39.99803,60.00054
33.24166,85.80780,7.449592,39.99801,59.98858
33.25834,85.84064,7.449893,40.00860,60.00490
33.27500,85.87540,7.449811,39.99689,59.98623
33.29167,85.91016,7.449918,39.99666,60.00664
33.30834,85.94215,7.449703,39.99770,60.00868
33.32500,85.97602,7.449539,40.00750,59.99462
33.34167,86.00884,7.449095,39.99740,60.00922
33.35834,86.04191,7.448890,40.00424,59.99822
33.37500,86.07428,7.448692,39.99998,59.99405
33.39166,86.10747,7.448845,39.99041,60.00468
33.40833,86.14078,7.448890,40.00290,59.99750
33.42500,86.17504,7.448824,40.00696,59.99840
33.44166,86.21035,7.449048,39.99528,59.99645
33.45833,86.24172,7.448889,39.99358,60.00008
33.47500,86.27551,7.448676,40.01154,59.99824
33.49166,86.30851,7.448653,39.98955,59.99386
33.50834,86.34191,7.448620,39.99924,59.99048
33.52500,86.37496,7.448542,40.01047,60.01719
33.54167,86.40825,7.448360,39.99740,60.00366
33.55834,86.44384,7.448486,39.99588,59.98738
33.57500,86.47554,7.448596,39.99414,60.00965
33.59167,86.51069,7.448550,40.01009,60.00846
33.60834,86.54438,7.448145,39.99772,60.00693
33.62500,86.57624,7.448196,40.00765,59.99774
33.64166,86.60874,7.448357,39.99834,59.98300
33.65833,86.64141,7.448220,39.99369,60.00559
33.67500,86.67431,7.448034,40.00488,59.99491
33.69166,86.70743,7.448202,39.99634,60.00286
33.70833,86.74222,7.447937,39.99540,59.99292
33.72500,86.77426,7.447642,40.00406,60.00261
33.74166,86.80968,7.447662,40.00090,60.01270
33.75834,86.84387,7.447669,39.99532,59.99004
33.77500,86.87710,7.447732,40.00735,60.01743
33.79167,86.90988,7.447584,39.99805,59.99864
33.80834,86.94312,7.447541,40.00303,59.99904
33.82500,86.97704,7.447122,39.99866,60.01429
33.84167,87.01054,7.446880,39.99976,59.99282
33.85834,87.04541,7.446812,40.00350,59.99598
33.87500,87.07590,7.446756,40.00008,60.00272
33.89166,87.11149,7.446879,39.99769,59.99126
33.90833,87.14359,7.446918,40.00144,60.00343
33.92500,87.17774,7.446894,39.98835,59.99879
33.94166,87.21138,7.447015,40.01902,60.00304
33.95833,87.24224,7.447100,39.98688,60.00080
33.97500,87.27641,7.446906,40.00240,60.00449
33.99166,87.31068,7.446822,40.00067,60.00225
34.00834,87.34434,7.446716,40.00044,59.99714
34.02500,87.37758,7.446622,39.99676,59.99199
34.04167,87.40994,7.446501,40.00371,59.99860
34.05834,87.44184,7.446900,40.00190,60.00166
34.07500,87.47739,7.446648,39.99004,60.00258
34.09167,87.51028,7.446484,40.00623,59.98922
34.10834,87.54495,7.446374,40.00338,60.00254
34.12500,87.57697,7.446181,39.99089,59.99029
34.14166,87.61180,7.446036,40.00150,60.00621
34.15833,87.64424,7.445544,39.99956,60.00344
34.17500,87.67736,7.445387,40.00714,60.00665
34.19166,87.71132,7.445780,39.99472,60.00574
34.20833,87.74368,7.445456,40.00568,60.00764
34.22500,87.77638,7.445496,40.00176,59.99249
34.24166,87.80946,7.445344,39.99317,59.99498
34.25834,87.84195,7.445189,40.00452,59.98802
34.27500,87.87528,7.445288,39.99678,60.00180
34.29167,87.90968,7.445449,39.99759,59.99809
34.30834,87.94359,7.445436,40.00015,59.99556
34.32500,87.97511,7.445709,40.00045,60.01324
34.34167,88.00859,7.445632,40.00053,60.00228
34.35834,88.04363,7.445725,39.99928,59.99862
34.37500,88.07478,7.445605,40.00456,60.01713
34.39166,88.10910,7.445316,39.99497,59.99459
34.40833,88.14101,7.445154,39.99991,60.00035
34.42500,88.17422,7.445015,40.00875,59.99302
34.44166,88.20875,7.444868,39.99441,59.99350
34.45833,88.24241,7.444672,39.99598,60.00062
34.47500,88.27294,7.444751,40.01255,59.99132
34.49166,88.30842,7.444434,39.99025,59.99964
34.50834,88.33941,7.444210,39.99478,59.99695
34.52500,88.37488,7.444294,40.01243,60.01235
34.54167,88.40751,7.444281,39.99617,59.99120
34.55834,88.43969,7.444250,39.99406,59.99304
34.57500,88.47275,7.444164,40.00024,60.00707
34.59167,88.50753,7.444214,40.00156,60.00616
34.60834,88.54047,7.444328,39.99760,59.99110
34.62500,88.57352,7.444342,40.00283,60.00518
34.64166,88.60791,7.444097,40.00046,60.00175
34.65833,88.64001,7.444122,39.99054,59.98344
34.67500,88.67496,7.444003,40.00860,60.01301
34.69166,88.70914,7.443713,40.00174,59.99825
34.70833,88.74278,7.443680,39.99639,59.98894
34.72500,88.77613,7.443590,40.00013,60.01074
34.74166,88.80781,7.443311,40.01018,59.99644
34.75834,88.84199,7.443269,39.99350,60.00018
34.77500,88.87568,7.443322,39.99828,60.00284
34.79167,88.90861,7.443242,39.99896,60.00092
34.80834,88.94272,7.443145,39.99400,59.99378
34.82500,88.97474,7.442914,40.00004,60.00544
34.84167,89.00598,7.442832,40.01453,59.99311
34.85834,89.04141,7.442856,39.98660,60.00281
34.87500,89.07600,7.442960,40.00258,59.99720
34.89166,89.10782,7.442821,40.00294,60.01132
34.90833,89.14074,7.442526,40.00383,59.99330
34.92500,89.17355,7.442671,39.98769,60.00188
34.94166,89.20600,7.442894,40.00680,59.99825
34.95833,89.24151,7.443348,40.00557,60.00014
34.97500,89.27501,7.443390,39.99143,60.00088
34.99166,89.30822,7.443252,39.99678,60.00038
35.00834,89.34209,7.442974,40.00950,59.99911
35.02500,89.37518,7.442478,39.99646,59.99840
35.04167,89.40924,7.442350,39.99384,59.99258
35.05834,89.44272,7.442410,40.00692,60.01194
35.07500,89.47826,7.442555,39.99889,59.98926
35.09167,89.51201,7.442488,39.99925,60.00551
35.10834,89.54245,7.442429,40.00125,60.00184
35.12500,89.57562,7.442432,40.00728,59.99457
35.14166,89.60811,7.442125,39.99050,60.00548
35.15833,89.64171,7.441724,39.99863,60.00742
35.17500,89.67356,7.441564,40.00703,59.99756
35.19166,89.70895,7.441547,39.99314,60.00211
35.20833,89.74101,7.441672,40.00576,60.00064
35.22500,89.77344,7.441738,40.00514,60.00426
35.24166,89.80871,7.441657,39.99191,59.99759
35.25834,89.84111,7.441712,40.00776,59.99840
35.27500,89.87522,7.441416,39.99950,59.99505
35.29167,89.91036,7.441163,39.99985,60.01101
35.30834,89.94290,7.441301,39.99794,59.99511
35.32500,89.97566,7.441253,40.00381,60.00879
35.34167,90.00678,7.441290,39.99822,59.99954
35.35834,90.04219,7.441231,39.99656,59.99928
35.37500,90.07496,7.441063,40.00222,59.99604
35.39166,90.10914,7.441119,39.99685,60.00532
35.40833,90.14319,7.441157,39.99858,60.00107
35.42500,90.17590,7.440842,40.00070,60.00144
35.44166,90.21024,7.440766,40.01023,59.99600
35.45833,90.24250,7.440750,39.98406,60.00207
35.47500,90.27609,7.440481,40.00978,60.00082
35.49166,90.30830,7.440405,40.00660,59.99752
35.50834,90.34288,7.440339,39.99064,60.01252
35.52500,90.37652,7.440506,40.00295,59.99373
35.54167,90.40899,7.440440,39.99930,59.99570
35.55834,90.43992,7.440225,40.00068,59.99882
35.57500,90.47594,7.440354,39.99400,59.99263
35.59167,90.50886,7.440374,40.01141,60.00078
35.60834,90.54041,7.440134,39.99278,59.99856
35.62500,90.57254,7.439982,39.99896,59.98564
35.64166,90.60601,7.440022,40.00739,60.02178
35.65833,90.63845,7.440259,39.99906,59.99914
35.67500,90.67050,7.440319,39.99282,60.00150
35.69166,90.70522,7.440040,40.00394,60.00896
35.70833,90.73830,7.439774,39.99944,59.98689
35.72500,90.77352,7.439634,39.99310,59.97874
35.74166,90.80559,7.439600,40.00846,60.01066
35.75834,90.83900,7.439493,40.01140,60.01880
35.77500,90.87294,7.439257,39.98567,59.98956
35.79167,90.90734,7.439053,39.99692,60.00530
35.80834,90.93816,7.439232,40.00908,59.99239
35.82500,90.97116,7.438970,39.98880,59.98662
35.84167,91.00650,7.438897,39.99624,59.99828
35.85834,91.03891,7.439087,40.01202,60.00648
35.87500,91.07276,7.439156,39.99798,60.00502
35.89166,91.10556,7.439022,39.98872,59.99624
35.90833,91.14081,7.438602,40.01018,60.00340
35.92500,91.17703,7.438550,40.00070,60.01200
35.94166,91.20966,7.438716,39.99641,60.00258
35.95833,91.24038,7.438839,40.00726,59.99387
35.97500,91.27575,7.439111,40.00044,60.00532
35.99166,91.30838,7.439024,39.99054,60.00557
36.00834,91.34259,7.438556,40.00326,59.98738
36.02500,91.37444,7.438262,39.99555,59.99129
36.04167,91.40672,7.438413,39.99783,60.00740
36.05834,91.44093,7.438306,40.00834,60.00434
36.07500,91.47641,7.438272,39.99982,60.00121
36.09167,91.50953,7.438071,39.99892,60.00252
36.10834,91.54369,7.438060,40.00490,60.00216
36.12500,91.57668,7.438032,39.99912,60.00566
36.14166,91.61026,7.438050,39.99661,59.98406
36.15833,91.64196,7.437651,39.99633,60.00951
36.17500,91.67746,7.437585,40.00503,60.01153
36.19166,91.70871,7.437631,39.99131,59.98692
36.20833,91.74389,7.437621,40.01074,60.00918
36.22500,91.77816,7.437535,40.00572,59.99253
36.24166,91.81066,7.437548,39.99642,59.99695
36.25834,91.84464,7.437570,39.99571,59.99920
36.27500,91.87860,7.437280,40.00748,60.00282
36.29167,91.91074,7.437018,39.99041,59.99605
36.30834,91.94610,7.437161,39.99785,59.99672
36.32500,91.97985,7.437500,40.00615,60.00828
36.34167,92.01344,7.437236,39.99361,59.99491
36.35834,92.04518,7.436957,40.00305,59.99232
36.37500,92.08126,7.437066,40.00200,60.01545
36.39166,92.11425,7.437430,40.00420,59.99859
36.40833,92.14839,7.437689,39.98872,60.00519
36.42500,92.18176,7.437449,40.00806,59.99253
36.44166,92.21548,7.437466,40.00962,60.00018
36.45833,92.24962,7.437438,39.98027,60.00251
36.47500,92.28001,7.436880,40.00422,59.98241
36.49166,92.31629,7.436401,40.00020,59.99190
36.50834,92.34731,7.436188,39.99857,60.00060
36.52500,92.38281,7.436038,40.00318,59.99869
36.54167,92.41556,7.435880,40.00202,60.01332
36.55834,92.44848,7.436000,40.00065,60.01672
36.57500,92.48162,7.436194,39.99435,59.99832
36.59167,92.51492,7.435884,40.00544,59.99001
36.60834,92.54969,7.435859,40.00096,60.00457
36.62500,92.58345,7.435830,39.99846,59.98874
36.64166,92.61641,7.436028,40.00452,60.00009
36.65833,92.64978,7.435634,39.99340,59.99032
36.67500,92.68124,7.435728,39.99787,59.99873
36.69166,92.71581,7.435804,40.00221,60.00822
36.70833,92.74894,7.435324,40.00421,59.99474
36.72500,92.78207,7.435313,39.98962,60.00684
36.74166,92.81656,7.435490,40.00369,59.99816
36.75834,92.84889,7.435497,40.01284,59.99741
36.77500,92.88016,7.435597,39.99020,60.01584
36.79167,92.91503,7.435828,40.00122,59.98900
36.80834,92.94836,7.435675,40.00365,59.99872
36.82500,92.98413,7.435430,39.99027,59.99734
36.84167,93.01906,7.435421,39.99630,60.00141
36.85834,93.04919,7.434742,40.01091,59.99419
36.87500,93.08380,7.434707,39.99913,60.00412
36.89166,93.11603,7.434945,39.98756,60.00238
36.90833,93.15108,7.434703,40.01810,59.99400
36.92500,93.18222,7.434256,39.98459,60.00245
36.94166,93.21549,7.434100,39.99973,60.00080
36.95833,93.24809,7.434401,40.01114,59.99506
36.97500,93.28187,7.434481,39.99274,59.99996
36.99166,93.31412,7.434366,39.99992,59.99980
37.00834,93.34892,7.434160,40.00320,60.00880
37.02500,93.38289,7.434231,39.99688,59.99530
37.04167,93.41601,7.434384,40.00108,59.99929
37.05834,93.45079,7.434387,40.00461,60.00476
37.07500,93.48366,7.434274,40.00392,59.99875
37.09167,93.51639,7.434100,40.00280,60.00220
37.10834,93.55109,7.433796,39.98723,60.00622
37.12500,93.58309,7.433594,40.01376,60.00787
37.14166,93.61681,7.433761,39.98861,60.00635
37.15833,93.65051,7.433640,40.00267,59.99445
37.17500,93.68481,7.433853,40.00487,59.99415
37.19166,93.71747,7.433638,40.00226,60.00928
37.20833,93.75311,7.433637,39.99528,59.98977
37.22500,93.78741,7.433941,40.00070,59.99870
37.24166,93.81968,7.433960,39.99716,59.99016
37.25834,93.85328,7.433882,39.99393,59.99534
37.27500,93.88675,7.433750,40.00708,60.00518
37.29167,93.91961,7.433398,40.00620,59.99422
37.30834,93.95111,7.433036,39.98920,60.00245
37.32500,93.98562,7.432801,39.99811,59.99781
37.34167,94.01936,7.432456,40.00592,60.00042
37.35834,94.05142,7.432419,39.98866,60.00425
37.37500,94.08508,7.432914,40.00495,59.99094
37.39166,94.11941,7.432937,40.00239,60.00724
37.40833,94.15296,7.433019,39.99809,60.00030
37.42500,94.18814,7.432850,40.00031,59.99360
37.44166,94.21949,7.432474,40.00748,60.00795
37.45833,94.25282,7.432593,39.99211,59.99915
37.47500,94.28509,7.432397,40.00409,59.99982
37.49166,94.31866,7.432341,40.00824,60.00562
37.50834,94.35343,7.432144,39.99524,60.00532
37.52500,94.38688,7.431915,39.99681,60.01110
37.54167,94.41936,7.431980,40.00262,60.00000
37.55834,94.45293,7.432332,40.00981,59.98901
37.57500,94.48696,7.432900,39.98431,59.99004
37.59167,94.52142,7.432507,40.00295,60.00006
37.60834,94.55594,7.431845,40.00656,59.99364
37.62500,94.58470,7.431460,39.98902,60.01426
37.64166,94.61738,7.430743,40.00428,60.00447
37.65833,94.65055,7.430915,40.00795,60.00105
37.67500,94.68399,7.431576,39.99218,60.00645
37.69166,94.71856,7.431772,40.00147,60.00406
37.70833,94.75166,7.431489,40.00039,59.99898
